NOC,Sport,Year,Athletes
KEN,Boxing,2036,2.5354223433242282
KEN,Cycling,2000,1.0
KEN,Cycling,2028,1.0
KEN,Cycling,2032,1.0
KEN,Cycling,2036,1.0
KEN,Fencing,2024,1.0
KEN,Fencing,2028,1.0
KEN,Fencing,2032,1.0
KEN,Fencing,2036,1.0
KEN,Hockey,1956,14.0
KEN,Hockey,1960,16.0
KEN,Hockey,1964,16.0
KEN,Hockey,1968,14.0
KEN,Hockey,1972,18.0
KEN,Hockey,1984,16.0
KEN,Hockey,1988,16.0
KEN,Hockey,2028,18.170212765957444
KEN,Hockey,2032,18.34042553191489
KEN,Hockey,2036,18.510638297872333
KEN,Judo,1988,4.0
KEN,Judo,1992,3.0
KEN,Judo,2016,1.0
KEN,Judo,2024,1.0
KEN,Judo,2028,0.36595744680849407
KEN,Judo,2032,0.038297872340422145
KEN,Judo,2036,-0.2893617021276782
KEN,Rowing,2004,1.0
KEN,Rowing,2008,1.0
KEN,Rowing,2028,1.0
KEN,Rowing,2032,1.0
KEN,Rowing,2036,1.0
KEN,Rugby Sevens,2016,24.0
KEN,Rugby Sevens,2020,26.0
KEN,Rugby Sevens,2024,13.0
KEN,Rugby Sevens,2028,10.0
KEN,Rugby Sevens,2032,4.5
KEN,Rugby Sevens,2036,-1.0
KEN,Sailing,1960,3.0
KEN,Sailing,1964,1.0
KEN,Sailing,2028,-31.0
KEN,Sailing,2032,-33.0
KEN,Sailing,2036,-35.0
KEN,Shooting,1956,4.0
KEN,Shooting,1960,3.0
KEN,Shooting,1964,4.0
KEN,Shooting,1968,3.0
KEN,Shooting,1972,10.0
KEN,Shooting,1984,2.0
KEN,Shooting,1988,2.0
KEN,Shooting,1992,3.0
KEN,Shooting,1996,1.0
KEN,Shooting,2028,0.010204081632650741
KEN,Shooting,2032,-0.26020408163265074
KEN,Shooting,2036,-0.5306122448979806
KEN,Swimming,1956,1.0
KEN,Swimming,2000,2.0
KEN,Swimming,2004,2.0
KEN,Swimming,2008,3.0
KEN,Swimming,2012,3.0
KEN,Swimming,2016,2.0
KEN,Swimming,2020,2.0
KEN,Swimming,2024,2.0
KEN,Swimming,2028,2.5501253132832105
KEN,Swimming,2032,2.6240601503759393
KEN,Swimming,2036,2.6979949874686753
KEN,Taekwondo,2008,2.0
KEN,Taekwondo,2020,1.0
KEN,Taekwondo,2028,0.3333333333333144
KEN,Taekwondo,2032,0.0
KEN,Taekwondo,2036,-0.3333333333333428
KEN,Volleyball,2000,12.0
KEN,Volleyball,2004,12.0
KEN,Volleyball,2020,12.0
KEN,Volleyball,2024,13.0
KEN,Volleyball,2028,12.71153846153846
KEN,Volleyball,2032,12.82692307692308
KEN,Volleyball,2036,12.942307692307693
KEN,Weightlifting,1984,1.0
KEN,Weightlifting,1988,4.0
KEN,Weightlifting,1992,1.0
KEN,Weightlifting,1996,1.0
KEN,Weightlifting,2012,1.0
KEN,Weightlifting,2016,1.0
KEN,Weightlifting,2028,0.44859813084111977
KEN,Weightlifting,2032,0.3084112149532672
KEN,Weightlifting,2036,0.1682242990654288
KEN,Wrestling,1988,7.0
KEN,Wrestling,2028,7.0
KEN,Wrestling,2032,7.0
KEN,Wrestling,2036,7.0
KGZ,Athletics,1996,6.0
KGZ,Athletics,2000,8.0
KGZ,Athletics,2004,7.0
KGZ,Athletics,2008,5.0
KGZ,Athletics,2012,2.0
KGZ,Athletics,2016,5.0
KGZ,Athletics,2020,2.0
KGZ,Athletics,2024,1.0
KGZ,Athletics,2028,0.5357142857142776
KGZ,Athletics,2032,-0.3452380952381304
KGZ,Athletics,2036,-1.2261904761904816
KGZ,Boxing,1996,3.0
KGZ,Boxing,2000,5.0
KGZ,Boxing,2004,2.0
KGZ,Boxing,2008,1.0
KGZ,Boxing,2016,1.0
KGZ,Boxing,2024,1.0
KGZ,Boxing,2028,-0.03921568627450256
KGZ,Boxing,2032,-0.48039215686276293
KGZ,Boxing,2036,-0.9215686274509949
KGZ,Canoeing,1996,4.0
KGZ,Canoeing,2028,4.0
KGZ,Canoeing,2032,4.0
KGZ,Canoeing,2036,4.0
KGZ,Cycling,1996,1.0
KGZ,Cycling,2000,2.0
KGZ,Cycling,2004,2.0
KGZ,Cycling,2028,5.166666666666657
KGZ,Cycling,2032,5.666666666666657
KGZ,Cycling,2036,6.166666666666657
KGZ,Fencing,2000,1.0
KGZ,Fencing,2008,1.0
KGZ,Fencing,2020,1.0
KGZ,Fencing,2028,1.0
KGZ,Fencing,2032,1.0
KGZ,Fencing,2036,1.0
KGZ,Judo,1996,2.0
KGZ,Judo,2000,5.0
KGZ,Judo,2004,1.0
KGZ,Judo,2008,2.0
KGZ,Judo,2012,2.0
KGZ,Judo,2016,2.0
KGZ,Judo,2020,1.0
KGZ,Judo,2024,2.0
KGZ,Judo,2028,1.2142857142857082
KGZ,Judo,2032,1.0119047619047592
KGZ,Judo,2036,0.8095238095238102
KGZ,Modern Pentathlon,1996,1.0
KGZ,Modern Pentathlon,2004,2.0
KGZ,Modern Pentathlon,2028,5.0
KGZ,Modern Pentathlon,2032,5.5
KGZ,Modern Pentathlon,2036,6.0
KGZ,Sailing,2012,1.0
KGZ,Sailing,2028,1.0
KGZ,Sailing,2032,1.0
KGZ,Sailing,2036,1.0
KGZ,Shooting,1996,5.0
KGZ,Shooting,2000,5.0
KGZ,Shooting,2004,3.0
KGZ,Shooting,2008,3.0
KGZ,Shooting,2012,2.0
KGZ,Shooting,2020,1.0
KGZ,Shooting,2028,-0.6428571428571104
KGZ,Shooting,2032,-1.3571428571428328
KGZ,Shooting,2036,-2.0714285714284983
KGZ,Swimming,1996,27.0
KGZ,Swimming,2000,37.0
KGZ,Swimming,2004,6.0
KGZ,Swimming,2008,3.0
KGZ,Swimming,2012,2.0
KGZ,Swimming,2016,2.0
KGZ,Swimming,2020,2.0
KGZ,Swimming,2024,3.0
KGZ,Swimming,2028,-8.821428571428442
KGZ,Swimming,2032,-13.059523809523853
KGZ,Swimming,2036,-17.29761904761881
KGZ,Taekwondo,2008,1.0
KGZ,Taekwondo,2012,1.0
KGZ,Taekwondo,2028,1.0
KGZ,Taekwondo,2032,1.0
KGZ,Taekwondo,2036,1.0
KGZ,Weightlifting,2000,2.0
KGZ,Weightlifting,2004,1.0
KGZ,Weightlifting,2008,1.0
KGZ,Weightlifting,2012,1.0
KGZ,Weightlifting,2016,2.0
KGZ,Weightlifting,2020,1.0
KGZ,Weightlifting,2028,1.0761904761904724
KGZ,Weightlifting,2032,1.0190476190476154
KGZ,Weightlifting,2036,0.9619047619047585
KGZ,Wrestling,1996,4.0
KGZ,Wrestling,2000,6.0
KGZ,Wrestling,2004,8.0
KGZ,Wrestling,2008,5.0
KGZ,Wrestling,2012,4.0
KGZ,Wrestling,2016,7.0
KGZ,Wrestling,2020,9.0
KGZ,Wrestling,2024,10.0
KGZ,Wrestling,2028,9.464285714285722
KGZ,Wrestling,2032,10.09523809523813
KGZ,Wrestling,2036,10.726190476190482
KIR,Athletics,2004,2.0
KIR,Athletics,2008,1.0
KIR,Athletics,2012,2.0
KIR,Athletics,2016,2.0
KIR,Athletics,2020,1.0
KIR,Athletics,2024,1.0
KIR,Athletics,2028,1.0
KIR,Athletics,2032,0.8571428571428612
KIR,Athletics,2036,0.7142857142857224
KIR,Judo,2020,1.0
KIR,Judo,2024,1.0
KIR,Judo,2028,1.0
KIR,Judo,2032,1.0
KIR,Judo,2036,1.0
KIR,Weightlifting,2004,1.0
KIR,Weightlifting,2008,1.0
KIR,Weightlifting,2012,1.0
KIR,Weightlifting,2016,1.0
KIR,Weightlifting,2020,1.0
KIR,Weightlifting,2024,1.0
KIR,Weightlifting,2028,1.0
KIR,Weightlifting,2032,1.0
KIR,Weightlifting,2036,1.0
KOR,Archery,1984,6.0
KOR,Archery,1988,12.0
KOR,Archery,1992,12.0
KOR,Archery,1996,12.0
KOR,Archery,2000,12.0
KOR,Archery,2004,12.0
KOR,Archery,2008,12.0
KOR,Archery,2012,12.0
KOR,Archery,2016,12.0
KOR,Archery,2020,14.0
KOR,Archery,2024,14.0
KOR,Archery,2028,14.436363636363637
KOR,Archery,2032,14.872727272727275
KOR,Archery,2036,15.309090909090912
KOR,Artistic Gymnastics,2020,42.0
KOR,Artistic Gymnastics,2024,44.0
KOR,Artistic Gymnastics,2028,46.0
KOR,Artistic Gymnastics,2032,48.0
KOR,Artistic Gymnastics,2036,50.0
KOR,Artistic Swimming,2024,2.0
KOR,Artistic Swimming,2028,2.0
KOR,Artistic Swimming,2032,2.0
KOR,Artistic Swimming,2036,2.0
KOR,Athletics,1948,11.0
KOR,Athletics,1952,6.0
KOR,Athletics,1956,8.0
KOR,Athletics,1960,6.0
KOR,Athletics,1964,24.0
KOR,Athletics,1968,4.0
KOR,Athletics,1972,2.0
KOR,Athletics,1984,12.0
KOR,Athletics,1988,59.0
KOR,Athletics,1992,11.0
KOR,Athletics,1996,17.0
KOR,Athletics,2000,13.0
KOR,Athletics,2004,18.0
KOR,Athletics,2008,17.0
KOR,Athletics,2012,18.0
KOR,Athletics,2016,17.0
KOR,Athletics,2020,7.0
KOR,Athletics,2024,3.0
KOR,Athletics,2028,16.677908651809176
KOR,Athletics,2032,16.933056520633826
KOR,Athletics,2036,17.188204389458505
KOR,Badminton,1992,12.0
KOR,Badminton,1996,20.0
KOR,Badminton,2000,18.0
KOR,Badminton,2004,19.0
KOR,Badminton,2008,15.0
KOR,Badminton,2012,14.0
KOR,Badminton,2016,14.0
KOR,Badminton,2020,11.0
KOR,Badminton,2024,13.0
KOR,Badminton,2028,12.111111111111086
KOR,Badminton,2032,11.511111111111063
KOR,Badminton,2036,10.911111111111097
KOR,Baseball,1996,20.0
KOR,Baseball,2000,24.0
KOR,Baseball,2008,24.0
KOR,Baseball,2028,30.285714285714334
KOR,Baseball,2032,31.428571428571445
KOR,Baseball,2036,32.571428571428555
KOR,Baseball/Softball,2020,24.0
KOR,Baseball/Softball,2028,24.0
KOR,Baseball/Softball,2032,24.0
KOR,Baseball/Softball,2036,24.0
KOR,Basketball,1948,9.0
KOR,Basketball,1956,10.0
KOR,Basketball,1964,12.0
KOR,Basketball,1968,11.0
KOR,Basketball,1984,11.0
KOR,Basketball,1988,24.0
KOR,Basketball,1996,23.0
KOR,Basketball,2000,12.0
KOR,Basketball,2004,11.0
KOR,Basketball,2008,11.0
KOR,Basketball,2020,12.0
KOR,Basketball,2028,15.657526881720429
KOR,Basketball,2032,15.879838709677415
KOR,Basketball,2036,16.1021505376344
KOR,Boxing,1948,3.0
KOR,Boxing,1952,4.0
KOR,Boxing,1956,5.0
KOR,Boxing,1960,6.0
KOR,Boxing,1964,8.0
KOR,Boxing,1968,7.0
KOR,Boxing,1972,6.0
KOR,Boxing,1976,6.0
KOR,Boxing,1984,9.0
KOR,Boxing,1988,12.0
KOR,Boxing,1992,11.0
KOR,Boxing,1996,9.0
KOR,Boxing,2000,9.0
KOR,Boxing,2004,7.0
KOR,Boxing,2008,5.0
KOR,Boxing,2012,2.0
KOR,Boxing,2016,1.0
KOR,Boxing,2020,2.0
KOR,Boxing,2024,2.0
KOR,Boxing,2028,4.8676727561556845
KOR,Boxing,2032,4.759015091342334
KOR,Boxing,2036,4.650357426528991
KOR,Breaking,2024,1.0
KOR,Breaking,2028,1.0
KOR,Breaking,2032,1.0
KOR,Breaking,2036,1.0
KOR,Canoe Sprint,2020,1.0
KOR,Canoe Sprint,2028,1.0
KOR,Canoe Sprint,2032,1.0
KOR,Canoe Sprint,2036,1.0
KOR,Canoeing,1984,3.0
KOR,Canoeing,1988,23.0
KOR,Canoeing,1992,12.0
KOR,Canoeing,1996,4.0
KOR,Canoeing,2000,2.0
KOR,Canoeing,2008,1.0
KOR,Canoeing,2016,3.0
KOR,Canoeing,2028,-3.865269461077787
KOR,Canoeing,2032,-5.281437125748425
KOR,Canoeing,2036,-6.697604790419064
KOR,Cycling,1948,2.0
KOR,Cycling,1952,6.0
KOR,Cycling,1956,2.0
KOR,Cycling,1960,8.0
KOR,Cycling,1964,8.0
KOR,Cycling,1968,5.0
KOR,Cycling,1984,11.0
KOR,Cycling,1988,19.0
KOR,Cycling,1992,5.0
KOR,Cycling,1996,10.0
KOR,Cycling,2000,3.0
KOR,Cycling,2004,6.0
KOR,Cycling,2008,4.0
KOR,Cycling,2012,12.0
KOR,Cycling,2016,12.0
KOR,Cycling,2028,10.829117481731316
KOR,Cycling,2032,11.123383923552552
KOR,Cycling,2036,11.417650365373817
KOR,Cycling Road,2020,1.0
KOR,Cycling Road,2024,2.0
KOR,Cycling Road,2028,3.0
KOR,Cycling Road,2032,4.0
KOR,Cycling Road,2036,5.0
KOR,Cycling Track,2020,2.0
KOR,Cycling Track,2028,2.0
KOR,Cycling Track,2032,2.0
KOR,Cycling Track,2036,2.0
KOR,Diving,1960,1.0
KOR,Diving,1964,4.0
KOR,Diving,1968,4.0
KOR,Diving,1984,1.0
KOR,Diving,1988,4.0
KOR,Diving,1996,4.0
KOR,Diving,2000,4.0
KOR,Diving,2008,1.0
KOR,Diving,2012,2.0
KOR,Diving,2016,2.0
KOR,Diving,2020,8.0
KOR,Diving,2024,6.0
KOR,Diving,2028,4.507426345264186
KOR,Diving,2032,4.639639639639633
KOR,Diving,2036,4.771852934015094
KOR,Equestrian,2020,1.0
KOR,Equestrian,2024,1.0
KOR,Equestrian,2028,1.0
KOR,Equestrian,2032,1.0
KOR,Equestrian,2036,1.0
KOR,Equestrianism,1952,1.0
KOR,Equestrianism,1960,2.0
KOR,Equestrianism,1964,14.0
KOR,Equestrianism,1988,18.0
KOR,Equestrianism,1992,9.0
KOR,Equestrianism,2004,8.0
KOR,Equestrianism,2008,1.0
KOR,Equestrianism,2016,1.0
KOR,Equestrianism,2028,5.902511078286558
KOR,Equestrianism,2032,5.822747415066466
KOR,Equestrianism,2036,5.742983751846381
KOR,Fencing,1964,15.0
KOR,Fencing,1984,10.0
KOR,Fencing,1988,32.0
KOR,Fencing,1992,24.0
KOR,Fencing,1996,25.0
KOR,Fencing,2000,10.0
KOR,Fencing,2004,18.0
KOR,Fencing,2008,13.0
KOR,Fencing,2012,26.0
KOR,Fencing,2016,25.0
KOR,Fencing,2020,30.0
KOR,Fencing,2024,23.0
KOR,Fencing,2028,25.12396694214874
KOR,Fencing,2032,25.739669421487633
KOR,Fencing,2036,26.35537190082647
KOR,Football,1948,11.0
KOR,Football,1964,16.0
KOR,Football,1988,16.0
KOR,Football,1992,14.0
KOR,Football,1996,16.0
KOR,Football,2000,16.0
KOR,Football,2004,16.0
KOR,Football,2008,16.0
KOR,Football,2012,18.0
KOR,Football,2016,17.0
KOR,Football,2020,22.0
KOR,Football,2028,19.18263473053895
KOR,Football,2032,19.549401197604823
KOR,Football,2036,19.916167664670667
KOR,Golf,2016,6.0
KOR,Golf,2020,6.0
KOR,Golf,2024,5.0
KOR,Golf,2028,4.666666666666686
KOR,Golf,2032,4.166666666666686
KOR,Golf,2036,3.6666666666666856
KOR,Gymnastics,1960,12.0
KOR,Gymnastics,1964,63.0
KOR,Gymnastics,1968,7.0
KOR,Gymnastics,1984,58.0
KOR,Gymnastics,1988,57.0
KOR,Gymnastics,1992,58.0
KOR,Gymnastics,1996,60.0
KOR,Gymnastics,2000,47.0
KOR,Gymnastics,2004,46.0
KOR,Gymnastics,2008,42.0
KOR,Gymnastics,2012,32.0
KOR,Gymnastics,2016,30.0
KOR,Gymnastics,2028,49.33196861139544
KOR,Gymnastics,2032,50.0525417946094
KOR,Gymnastics,2036,50.7731149778233
KOR,Handball,1984,28.0
KOR,Handball,1988,25.0
KOR,Handball,1992,28.0
KOR,Handball,1996,16.0
KOR,Handball,2000,29.0
KOR,Handball,2004,30.0
KOR,Handball,2008,28.0
KOR,Handball,2012,29.0
KOR,Handball,2016,15.0
KOR,Handball,2020,15.0
KOR,Handball,2024,17.0
KOR,Handball,2028,17.690909090909145
KOR,Handball,2032,16.700000000000045
KOR,Handball,2036,15.709090909091003
KOR,Hockey,1988,32.0
KOR,Hockey,1992,16.0
KOR,Hockey,1996,32.0
KOR,Hockey,2000,32.0
KOR,Hockey,2004,32.0
KOR,Hockey,2008,33.0
KOR,Hockey,2012,32.0
KOR,Hockey,2016,16.0
KOR,Hockey,2028,25.88095238095238
KOR,Hockey,2032,25.535714285714278
KOR,Hockey,2036,25.190476190476176
KOR,Judo,1964,4.0
KOR,Judo,1972,4.0
KOR,Judo,1976,5.0
KOR,Judo,1984,8.0
KOR,Judo,1988,7.0
KOR,Judo,1992,14.0
KOR,Judo,1996,11.0
KOR,Judo,2000,13.0
KOR,Judo,2004,13.0
KOR,Judo,2008,14.0
KOR,Judo,2012,14.0
KOR,Judo,2016,12.0
KOR,Judo,2020,26.0
KOR,Judo,2024,22.0
KOR,Judo,2028,21.38850397741851
KOR,Judo,2032,22.60354118552732
KOR,Judo,2036,23.81857839363613
KOR,Karate,2020,1.0
KOR,Karate,2028,1.0
KOR,Karate,2032,1.0
KOR,Karate,2036,1.0
KOR,Modern Pentathlon,1964,1.0
KOR,Modern Pentathlon,1984,6.0
KOR,Modern Pentathlon,1988,6.0
KOR,Modern Pentathlon,1992,6.0
KOR,Modern Pentathlon,1996,1.0
KOR,Modern Pentathlon,2004,2.0
KOR,Modern Pentathlon,2008,3.0
KOR,Modern Pentathlon,2012,3.0
KOR,Modern Pentathlon,2016,3.0
KOR,Modern Pentathlon,2020,4.0
KOR,Modern Pentathlon,2024,4.0
KOR,Modern Pentathlon,2028,3.6100090171325516
KOR,Modern Pentathlon,2032,3.619477006311993
KOR,Modern Pentathlon,2036,3.6289449954914335
KOR,Rhythmic Gymnastics,1988,2.0
KOR,Rhythmic Gymnastics,1992,2.0
KOR,Rhythmic Gymnastics,2008,1.0
KOR,Rhythmic Gymnastics,2012,1.0
KOR,Rhythmic Gymnastics,2016,1.0
KOR,Rhythmic Gymnastics,2028,0.34536082474228635
KOR,Rhythmic Gymnastics,2032,0.17525773195878003
KOR,Rhythmic Gymnastics,2036,0.005154639175273701
KOR,Rowing,1964,9.0
KOR,Rowing,1984,5.0
KOR,Rowing,1988,28.0
KOR,Rowing,1992,2.0
KOR,Rowing,1996,4.0
KOR,Rowing,2000,3.0
KOR,Rowing,2004,2.0
KOR,Rowing,2008,5.0
KOR,Rowing,2012,4.0
KOR,Rowing,2016,2.0
KOR,Rowing,2020,1.0
KOR,Rowing,2028,-0.014364640883968605
KOR,Rowing,2032,-0.818784530386722
KOR,Rowing,2036,-1.6232044198895323
KOR,Rugby Sevens,2020,13.0
KOR,Rugby Sevens,2028,13.0
KOR,Rugby Sevens,2032,13.0
KOR,Rugby Sevens,2036,13.0
KOR,Sailing,1984,1.0
KOR,Sailing,1988,10.0
KOR,Sailing,1992,3.0
KOR,Sailing,1996,5.0
KOR,Sailing,2000,5.0
KOR,Sailing,2004,4.0
KOR,Sailing,2008,4.0
KOR,Sailing,2012,4.0
KOR,Sailing,2016,4.0
KOR,Sailing,2020,4.0
KOR,Sailing,2024,1.0
KOR,Sailing,2028,2.7818181818181813
KOR,Sailing,2032,2.5636363636363626
KOR,Sailing,2036,2.345454545454544
KOR,Shooting,1956,2.0
KOR,Shooting,1960,3.0
KOR,Shooting,1964,12.0
KOR,Shooting,1968,2.0
KOR,Shooting,1972,5.0
KOR,Shooting,1976,5.0
KOR,Shooting,1984,20.0
KOR,Shooting,1988,24.0
KOR,Shooting,1992,17.0
KOR,Shooting,1996,19.0
KOR,Shooting,2000,13.0
KOR,Shooting,2004,21.0
KOR,Shooting,2008,20.0
KOR,Shooting,2012,21.0
KOR,Shooting,2016,20.0
KOR,Shooting,2020,24.0
KOR,Shooting,2024,29.0
KOR,Shooting,2028,27.970457902511043
KOR,Shooting,2032,29.34465780403741
KOR,Shooting,2036,30.718857705563778
KOR,Sport Climbing,2020,2.0
KOR,Sport Climbing,2024,3.0
KOR,Sport Climbing,2028,4.0
KOR,Sport Climbing,2032,5.0
KOR,Sport Climbing,2036,6.0
KOR,Swimming,1964,6.0
KOR,Swimming,1968,2.0
KOR,Swimming,1972,2.0
KOR,Swimming,1984,6.0
KOR,Swimming,1988,49.0
KOR,Swimming,1992,8.0
KOR,Swimming,1996,44.0
KOR,Swimming,2000,27.0
KOR,Swimming,2004,29.0
KOR,Swimming,2008,22.0
KOR,Swimming,2012,19.0
KOR,Swimming,2016,11.0
KOR,Swimming,2020,25.0
KOR,Swimming,2024,32.0
KOR,Swimming,2028,31.602923838717288
KOR,Swimming,2032,33.04833765621311
KOR,Swimming,2036,34.49375147370904
KOR,Synchronized Swimming,1988,5.0
KOR,Synchronized Swimming,2000,2.0
KOR,Synchronized Swimming,2004,2.0
KOR,Synchronized Swimming,2012,2.0
KOR,Synchronized Swimming,2028,-0.7599999999999909
KOR,Synchronized Swimming,2032,-1.2800000000000296
KOR,Synchronized Swimming,2036,-1.8000000000000114
KOR,Table Tennis,1988,12.0
KOR,Table Tennis,1992,14.0
KOR,Table Tennis,1996,14.0
KOR,Table Tennis,2000,14.0
KOR,Table Tennis,2004,14.0
KOR,Table Tennis,2008,12.0
KOR,Table Tennis,2012,11.0
KOR,Table Tennis,2016,10.0
KOR,Table Tennis,2020,12.0
KOR,Table Tennis,2024,12.0
KOR,Table Tennis,2028,11.0
KOR,Table Tennis,2032,10.72727272727272
KOR,Table Tennis,2036,10.454545454545439
KOR,Taekwondo,2000,4.0
KOR,Taekwondo,2004,4.0
KOR,Taekwondo,2008,4.0
KOR,Taekwondo,2012,4.0
KOR,Taekwondo,2016,5.0
KOR,Taekwondo,2020,6.0
KOR,Taekwondo,2024,4.0
KOR,Taekwondo,2028,5.142857142857153
KOR,Taekwondo,2032,5.321428571428584
KOR,Taekwondo,2036,5.5
KOR,Tennis,1988,9.0
KOR,Tennis,1992,6.0
KOR,Tennis,1996,6.0
KOR,Tennis,2000,5.0
KOR,Tennis,2004,2.0
KOR,Tennis,2008,1.0
KOR,Tennis,2020,1.0
KOR,Tennis,2028,-2.605263157894683
KOR,Tennis,2032,-3.631578947368439
KOR,Tennis,2036,-4.657894736842081
KOR,Triathlon,2012,1.0
KOR,Triathlon,2028,1.0
KOR,Triathlon,2032,1.0
KOR,Triathlon,2036,1.0
KOR,Volleyball,1964,24.0
KOR,Volleyball,1968,10.0
KOR,Volleyball,1972,19.0
KOR,Volleyball,1976,24.0
KOR,Volleyball,1984,22.0
KOR,Volleyball,1988,24.0
KOR,Volleyball,1992,12.0
KOR,Volleyball,1996,21.0
KOR,Volleyball,2000,24.0
KOR,Volleyball,2004,11.0
KOR,Volleyball,2012,12.0
KOR,Volleyball,2016,12.0
KOR,Volleyball,2020,12.0
KOR,Volleyball,2028,12.065781532890753
KOR,Volleyball,2032,11.471333735666803
KOR,Volleyball,2036,10.87688593844291
KOR,Water Polo,1988,13.0
KOR,Water Polo,2028,13.0
KOR,Water Polo,2032,13.0
KOR,Water Polo,2036,13.0
KOR,Weightlifting,1948,8.0
KOR,Weightlifting,1952,4.0
KOR,Weightlifting,1956,6.0
KOR,Weightlifting,1960,7.0
KOR,Weightlifting,1964,7.0
KOR,Weightlifting,1968,6.0
KOR,Weightlifting,1972,1.0
KOR,Weightlifting,1984,9.0
KOR,Weightlifting,1988,10.0
KOR,Weightlifting,1992,10.0
KOR,Weightlifting,1996,7.0
KOR,Weightlifting,2000,8.0
KOR,Weightlifting,2004,8.0
KOR,Weightlifting,2008,9.0
KOR,Weightlifting,2012,10.0
KOR,Weightlifting,2016,7.0
KOR,Weightlifting,2020,7.0
KOR,Weightlifting,2024,5.0
KOR,Weightlifting,2028,8.308448436573165
KOR,Weightlifting,2032,8.419540716888392
KOR,Weightlifting,2036,8.530632997203618
KOR,Wrestling,1948,4.0
KOR,Wrestling,1952,1.0
KOR,Wrestling,1956,3.0
KOR,Wrestling,1960,4.0
KOR,Wrestling,1964,13.0
KOR,Wrestling,1968,8.0
KOR,Wrestling,1972,4.0
KOR,Wrestling,1976,11.0
KOR,Wrestling,1984,14.0
KOR,Wrestling,1988,19.0
KOR,Wrestling,1992,16.0
KOR,Wrestling,1996,15.0
KOR,Wrestling,2000,10.0
KOR,Wrestling,2004,9.0
KOR,Wrestling,2008,11.0
KOR,Wrestling,2012,9.0
KOR,Wrestling,2016,5.0
KOR,Wrestling,2020,2.0
KOR,Wrestling,2024,3.0
KOR,Wrestling,2028,9.807148530579823
KOR,Wrestling,2032,9.935107227958696
KOR,Wrestling,2036,10.063065925337568
KOS,Athletics,2016,2.0
KOS,Athletics,2020,1.0
KOS,Athletics,2024,1.0
KOS,Athletics,2028,0.3333333333333428
KOS,Athletics,2032,-0.1666666666666572
KOS,Athletics,2036,-0.6666666666666572
KOS,Boxing,2020,1.0
KOS,Boxing,2024,1.0
KOS,Boxing,2028,1.0
KOS,Boxing,2032,1.0
KOS,Boxing,2036,1.0
KOS,Cycling,2016,1.0
KOS,Cycling,2028,1.0
KOS,Cycling,2032,1.0
KOS,Cycling,2036,1.0
KOS,Judo,2016,2.0
KOS,Judo,2020,5.0
KOS,Judo,2024,5.0
KOS,Judo,2028,7.0
KOS,Judo,2032,8.5
KOS,Judo,2036,10.0
KOS,Shooting,2016,1.0
KOS,Shooting,2020,1.0
KOS,Shooting,2028,1.0
KOS,Shooting,2032,1.0
KOS,Shooting,2036,1.0
KOS,Swimming,2016,2.0
KOS,Swimming,2020,2.0
KOS,Swimming,2024,2.0
KOS,Swimming,2028,2.0
KOS,Swimming,2032,2.0
KOS,Swimming,2036,2.0
KOS,Wrestling,2020,1.0
KOS,Wrestling,2028,1.0
KOS,Wrestling,2032,1.0
KOS,Wrestling,2036,1.0
KSA,Archery,1984,3.0
KSA,Archery,1988,2.0
KSA,Archery,2028,-8.0
KSA,Archery,2032,-9.0
KSA,Archery,2036,-10.0
KSA,Athletics,1972,14.0
KSA,Athletics,1976,19.0
KSA,Athletics,1988,10.0
KSA,Athletics,1992,3.0
KSA,Athletics,1996,11.0
KSA,Athletics,2000,16.0
KSA,Athletics,2004,7.0
KSA,Athletics,2008,8.0
KSA,Athletics,2012,11.0
KSA,Athletics,2016,6.0
KSA,Athletics,2020,2.0
KSA,Athletics,2024,2.0
KSA,Athletics,2028,2.7724077328646786
KSA,Athletics,2032,1.8488576449911989
KSA,Athletics,2036,0.9253075571177192
KSA,Cycling,1984,8.0
KSA,Cycling,1992,6.0
KSA,Cycling,2028,-3.0
KSA,Cycling,2032,-4.0
KSA,Cycling,2036,-5.0
KSA,Equestrian,2024,6.0
KSA,Equestrian,2028,6.0
KSA,Equestrian,2032,6.0
KSA,Equestrian,2036,6.0
KSA,Equestrianism,1996,6.0
KSA,Equestrianism,2000,4.0
KSA,Equestrianism,2004,2.0
KSA,Equestrianism,2008,8.0
KSA,Equestrianism,2012,8.0
KSA,Equestrianism,2028,10.400000000000034
KSA,Equestrianism,2032,11.200000000000045
KSA,Equestrianism,2036,12.000000000000057
KSA,Fencing,1984,10.0
KSA,Fencing,1992,1.0
KSA,Fencing,2016,1.0
KSA,Fencing,2028,-2.6346153846153584
KSA,Fencing,2032,-3.5
KSA,Fencing,2036,-4.365384615384585
KSA,Football,1984,15.0
KSA,Football,1996,15.0
KSA,Football,2020,22.0
KSA,Football,2028,23.16666666666663
KSA,Football,2032,24.0
KSA,Football,2036,24.833333333333314
KSA,Judo,2012,2.0
KSA,Judo,2016,1.0
KSA,Judo,2020,2.0
KSA,Judo,2028,1.666666666666667
KSA,Judo,2032,1.6666666666666672
KSA,Judo,2036,1.6666666666666672
KSA,Karate,2020,1.0
KSA,Karate,2028,1.0
KSA,Karate,2032,1.0
KSA,Karate,2036,1.0
KSA,Rowing,2020,1.0
KSA,Rowing,2028,1.0
KSA,Rowing,2032,1.0
KSA,Rowing,2036,1.0
KSA,Shooting,1984,6.0
